,Unnamed: 0, CTR_CD, CTR_TY, RELEASE_DATE, ORG, RCC_A10_N, RCC_A17_N, RCC_A2_N, RCC_A34_N, RCC_A49_N, RCC_A64_N, RCC_A65P_N, RCC_AU_N, RCC_BAB_N, RCC_BAT_N, RCC_BA_N, RCC_BB_N, RCC_BMI20_N, RCC_BMI25_N, RCC_BMI30_N, RCC_BMI31P_N, RCC_BMINR_N, RCC_BO_N, RCC_BU_N, RCC_CAD_N, RCC_CAR_N, RCC_CHD_N, RCC_CLD_N, RCC_COD_N, RCC_CON_N, RCC_CYF_N, RCC_DEVS_N, RCC_DIA_N, RCC_ECO_N, RCC_FBP_N, RCC_GF_N, RCC_GLO_N, RCC_GM_N, RCC_GU_N, RCC_HOSPNR_N, RCC_HOSP_N, RCC_HYP_N, RCC_ICU_N, RCC_IDP_N, RCC_INRET_N, RCC_KIRET_N, RCC_LSNR_N, RCC_LS_N, RCC_LURET_N, RCC_ME11_N, RCC_ME15_N, RCC_ME21_N, RCC_ME31_N, RCC_ME6_N, RCC_MET_N, RCC_MIS_N, RCC_MNEO_N, RCC_NCC_N, RCC_NEC_N, RCC_NEO_N, RCC_NOTHOSP_N, RCC_NOTLS_N, RCC_N_N, RCC_OTH_N, RCC_OTK_N, RCC_PE11_N, RCC_PE15_N, RCC_PE21_N, RCC_PE31_N, RCC_PE6_N, RCC_POL_N, RCC_PPH_N, RCC_PRA79_N, RCC_PRA80_N, RCC_PRA9_N, RCC_PRAU_N, RCC_PTXN_N, RCC_PTXU_N, RCC_PTXY_N, RCC_RA_N, RCC_RB_N, RCC_RET_N, RCC_RH_N, RCC_RO_N, RCC_RU_N, RCC_RW_N, RCC_SGS_N, RCC_TINA_N, RCC_TST1A_N, RCC_TST1B_N, RCC_TST1_N, RCC_TST2A_N, RCC_TST2B_N, RCC_TST2_N, RCC_TST3_N, RCC_TUB_N, RCC_VAS_N, RCC_VHD_N,D_OR_L, RCL_A10_N, RCL_A17_N, RCL_A2_N, RCL_A34_N, RCL_A49_N, RCL_A64_N, RCL_A65P_N, RCL_AU_N, RCL_BAB_N, RCL_BAT_N, RCL_BA_N, RCL_BB_N, RCL_BMI20_N, RCL_BMI25_N, RCL_BMI30_N, RCL_BMI31P_N, RCL_BMINR_N, RCL_BO_N, RCL_BU_N, RCL_CLD_N, RCL_COD_N, RCL_CON_N, RCL_CYF_N, RCL_DEVS_N, RCL_DIA_N, RCL_ECO_N, RCL_GF_N, RCL_GLO_N, RCL_GM_N, RCL_GU_N, RCL_HOSPNR_N, RCL_HOSP_N, RCL_HYP_N, RCL_ICU_N, RCL_IDP_N, RCL_KIRET_N, RCL_LSNR_N, RCL_LS_N, RCL_LURET_N, RCL_ME11_N, RCL_ME15_N, RCL_ME21_N, RCL_ME31_N, RCL_ME6_N, RCL_MET_N, RCL_MIS_N, RCL_MNEO_N, RCL_NCC_N, RCL_NEC_N, RCL_NEO_N, RCL_NOTHOSP_N, RCL_NOTLS_N, RCL_N_N, RCL_OTH_N, RCL_OTK_N, RCL_PE11_N, RCL_PE15_N, RCL_PE21_N, RCL_PE31_N, RCL_PE6_N, RCL_POL_N, RCL_PPH_N, RCL_PRA79_N, RCL_PRA80_N, RCL_PRA9_N, RCL_PRAU_N, RCL_PTXN_N, RCL_PTXU_N, RCL_PTXY_N, RCL_RA_N, RCL_RB_N, RCL_RH_N, RCL_RO_N, RCL_RU_N, RCL_RW_N, RCL_TINA_N, RCL_TST1A_N, RCL_TST1B_N, RCL_TST1_N, RCL_TST2A_N, RCL_TST2B_N, RCL_TST3_N, RCL_TUB_N, RCL_VAS_N,YEAR,MONTH,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_N,RCC_A17_N,RCC_A2_N,RCC_A34_N,RCC_A49_N,RCC_A64_N,RCC_A65P_N,RCC_AU_N,RCC_BAB_N,RCC_BAT_N,RCC_BA_N,RCC_BB_N,RCC_BMI20_N,RCC_BMI25_N,RCC_BMI30_N,RCC_BMI31P_N,RCC_BMINR_N,RCC_BO_N,RCC_BU_N,RCC_CAD_N,RCC_CAR_N,RCC_CHD_N,RCC_CLD_N,RCC_COD_N,RCC_CYF_N,RCC_DEVS_N,RCC_DIA_N,RCC_ECO_N,RCC_FBP_N,RCC_GF_N,RCC_GLO_N,RCC_GM_N,RCC_GU_N,RCC_HOSPNR_N,RCC_HOSP_N,RCC_HYP_N,RCC_ICU_N,RCC_IDP_N,RCC_INRET_N,RCC_KIRET_N,RCC_LSNR_N,RCC_LS_N,RCC_LURET_N,RCC_ME11_N,RCC_ME15_N,RCC_ME21_N,RCC_ME31_N,RCC_ME6_N,RCC_MET_N,RCC_MIS_N,RCC_MNEO_N,RCC_NCC_N,RCC_NEC_N,RCC_NEO_N,RCC_NOTHOSP_N,RCC_NOTLS_N,RCC_N_N,RCC_OTH_N,RCC_OTK_N,RCC_PE11_N,RCC_PE15_N,RCC_PE21_N,RCC_PE31_N,RCC_PE6_N,RCC_POL_N,RCC_PPH_N,RCC_PRA79_N,RCC_PRA80_N,RCC_PRA9_N,RCC_PRAU_N,RCC_PTXN_N,RCC_PTXU_N,RCC_PTXY_N,RCC_RA_N,RCC_RB_N,RCC_RET_N,RCC_RH_N,RCC_RO_N,RCC_RU_N,RCC_RW_N,RCC_SGS_N,RCC_TINA_N,RCC_TST1A_N,RCC_TST1B_N,RCC_TST1_N,RCC_TST2A_N,RCC_TST2B_N,RCC_TST2_N,RCC_TST3_N,RCC_TUB_N,RCC_VAS_N,RCC_VHD_N,RCC_CON_N,RCL_A10_N,RCL_A17_N,RCL_A2_N,RCL_A34_N,RCL_A49_N,RCL_A64_N,RCL_A65P_N,RCL_AU_N,RCL_BAB_N,RCL_BAT_N,RCL_BA_N,RCL_BB_N,RCL_BMI20_N,RCL_BMI25_N,RCL_BMI30_N,RCL_BMI31P_N,RCL_BMINR_N,RCL_BO_N,RCL_BU_N,RCL_CLD_N,RCL_COD_N,RCL_CYF_N,RCL_DEVS_N,RCL_DIA_N,RCL_ECO_N,RCL_GF_N,RCL_GLO_N,RCL_GM_N,RCL_GU_N,RCL_HOSPNR_N,RCL_HOSP_N,RCL_HYP_N,RCL_ICU_N,RCL_IDP_N,RCL_KIRET_N,RCL_LSNR_N,RCL_LS_N,RCL_LURET_N,RCL_ME11_N,RCL_ME15_N,RCL_ME21_N,RCL_ME31_N,RCL_ME6_N,RCL_MET_N,RCL_MIS_N,RCL_MNEO_N,RCL_NCC_N,RCL_NEC_N,RCL_NEO_N,RCL_NOTHOSP_N,RCL_NOTLS_N,RCL_N_N,RCL_OTH_N,RCL_OTK_N,RCL_PE11_N,RCL_PE15_N,RCL_PE21_N,RCL_PE31_N,RCL_PE6_N,RCL_POL_N,RCL_PPH_N,RCL_PRA79_N,RCL_PRA80_N,RCL_PRA9_N,RCL_PRAU_N,RCL_PTXN_N,RCL_PTXU_N,RCL_PTXY_N,RCL_RA_N,RCL_RB_N,RCL_RH_N,RCL_RO_N,RCL_RU_N,RCL_RW_N,RCL_TINA_N,RCL_TST1A_N,RCL_TST1B_N,RCL_TST1_N,RCL_TST2A_N,RCL_TST2B_N,RCL_TST3_N,RCL_TUB_N,RCL_VAS_N,RCL_CON_N,RCC_A69_N,RCC_A70P_N,RCC_BMI35_N,RCC_BMI40_N,RCC_BMI41P_N,RCC_TAST1_N,RCC_TAST2_N,RCC_TAST3_N,RCC_TAST4_N,RCC_TAST5_N,RCC_TAST6_N,RCL_A69_N,RCL_A70P_N,RCL_BMI35_N,RCL_BMI40_N,RCL_BMI41P_N
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,November,Vanderbilt University Medical Center (TNVU),TNVU,TX1,2021-01-04 18:00:00,HR,4.6319977266,4.2341574311,4.4614947428,9.6902529128,18.471156579,41.204887752,,,5.0582551861,-,39.215686275,15.799943166,17.05029838,27.252060244,30.406365445,,0.7388462631,39.926115374,0,24.836601307,62.489343564,10.287013356,-,-,-,63.597612958,-,-,-,29.184427394,-,70.815572606,0,0.1989201478,14.776925263,-,52.00341006,-,-,-,0.1420858198,16.595623757,-,-,-,-,-,-,-,0.1705029838,-,-,-,-,33.02074453,19.664677465,3519,1.1651037226,-,-,-,-,-,-,-,-,-,-,-,-,96.70360898,0,3.2963910202,3.8647342995,24.296675192,0,10.855356635,0.9093492469,0,60.073884626,-,0,10.400682012,2.4154589372,-,-,-,0.7388462631,-,-,-,1.0514350668,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.151747656,3.1543052003,19.096334186,4.9730036942,0.4830917874,7.3600454675,40.380789997,15.68627451,18.471156579,0.9661835749,3.5805626598,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,November,Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2021-01-04 18:00:00,HR,4.6319977266,4.2341574311,4.4614947428,9.6902529128,18.471156579,41.204887752,,,5.0582551861,-,39.215686275,15.799943166,17.05029838,27.252060244,30.406365445,,0.7388462631,39.926115374,0,24.836601307,62.489343564,10.287013356,-,-,-,63.597612958,-,-,-,29.184427394,-,70.815572606,0,0.1989201478,14.776925263,-,52.00341006,-,-,-,0.1420858198,16.595623757,-,-,-,-,-,-,-,0.1705029838,-,-,-,-,33.02074453,19.664677465,3519,1.1651037226,-,-,-,-,-,-,-,-,-,-,-,-,96.70360898,0,3.2963910202,3.8647342995,24.296675192,0,10.855356635,0.9093492469,0,60.073884626,-,0,10.400682012,2.4154589372,-,-,-,0.7388462631,-,-,-,1.0514350668,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.151747656,3.1543052003,19.096334186,4.9730036942,0.4830917874,7.3600454675,40.380789997,15.68627451,18.471156579,0.9661835749,3.5805626598,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,November,Hunter Holmes McGuire Veterans Administration Medical Center (VAMV),VAMV,TX1,2021-01-04 18:00:00,HR,4.6319977266,4.2341574311,4.4614947428,9.6902529128,18.471156579,41.204887752,,,5.0582551861,-,39.215686275,15.799943166,17.05029838,27.252060244,30.406365445,,0.7388462631,39.926115374,0,24.836601307,62.489343564,10.287013356,-,-,-,63.597612958,-,-,-,29.184427394,-,70.815572606,0,0.1989201478,14.776925263,-,52.00341006,-,-,-,0.1420858198,16.595623757,-,-,-,-,-,-,-,0.1705029838,-,-,-,-,33.02074453,19.664677465,3519,1.1651037226,-,-,-,-,-,-,-,-,-,-,-,-,96.70360898,0,3.2963910202,3.8647342995,24.296675192,0,10.855356635,0.9093492469,0,60.073884626,-,0,10.400682012,2.4154589372,-,-,-,0.7388462631,-,-,-,1.0514350668,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.151747656,3.1543052003,19.096334186,4.9730036942,0.4830917874,7.3600454675,40.380789997,15.68627451,18.471156579,0.9661835749,3.5805626598,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,November,Sentara Norfolk General Hospital (VANG),VANG,TX1,2021-01-04 18:00:00,HR,4.6319977266,4.2341574311,4.4614947428,9.6902529128,18.471156579,41.204887752,,,5.0582551861,-,39.215686275,15.799943166,17.05029838,27.252060244,30.406365445,,0.7388462631,39.926115374,0,24.836601307,62.489343564,10.287013356,-,-,-,63.597612958,-,-,-,29.184427394,-,70.815572606,0,0.1989201478,14.776925263,-,52.00341006,-,-,-,0.1420858198,16.595623757,-,-,-,-,-,-,-,0.1705029838,-,-,-,-,33.02074453,19.664677465,3519,1.1651037226,-,-,-,-,-,-,-,-,-,-,-,-,96.70360898,0,3.2963910202,3.8647342995,24.296675192,0,10.855356635,0.9093492469,0,60.073884626,-,0,10.400682012,2.4154589372,-,-,-,0.7388462631,-,-,-,1.0514350668,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.151747656,3.1543052003,19.096334186,4.9730036942,0.4830917874,7.3600454675,40.380789997,15.68627451,18.471156579,0.9661835749,3.5805626598,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,November,University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2021-01-04 18:00:00,HR,4.6319977266,4.2341574311,4.4614947428,9.6902529128,18.471156579,41.204887752,,,5.0582551861,-,39.215686275,15.799943166,17.05029838,27.252060244,30.406365445,,0.7388462631,39.926115374,0,24.836601307,62.489343564,10.287013356,-,-,-,63.597612958,-,-,-,29.184427394,-,70.815572606,0,0.1989201478,14.776925263,-,52.00341006,-,-,-,0.1420858198,16.595623757,-,-,-,-,-,-,-,0.1705029838,-,-,-,-,33.02074453,19.664677465,3519,1.1651037226,-,-,-,-,-,-,-,-,-,-,-,-,96.70360898,0,3.2963910202,3.8647342995,24.296675192,0,10.855356635,0.9093492469,0,60.073884626,-,0,10.400682012,2.4154589372,-,-,-,0.7388462631,-,-,-,1.0514350668,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.151747656,3.1543052003,19.096334186,4.9730036942,0.4830917874,7.3600454675,40.380789997,15.68627451,18.471156579,0.9661835749,3.5805626598,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Hartford Hospital (CTHH),CTHH,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Yale New Haven Hospital (CTYN),CTYN,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Boston Children's Hospital (MACH),MACH,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Massachusetts General Hospital (MAMG),MAMG,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Tufts Medical Center (MANM),MANM,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Brigham and Women's Hospital (MAPB),MAPB,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Children's National Medical Center (DCCH),DCCH,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Washington Hospital Center (DCWH),DCWH,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
