ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2015/12/16 , Heart , 3 , 5 , 4 ,94.1176470588235,90.1960784313725, 91.4893617021277 , 95.2470578739033 , 89.1510432750383 , 85.2864849582725 , 2.46814790335602 , 5.37936582156977 , 7.34863991534271 , 51 , 51 , 47 , 0 , 0 , 1 , 100 , 100 , 97.8592054613635 , 93.9441020214495 , 85.5987443695379 , 0.130003697087403 , 0.376166790532466 , 2.12201451718741 , 6 , 6 ,2015,12
Baptist Medical Center (ARBH) , ARBH , TX1 , 2015/12/16 , Heart , 2 , 3 , 1 ,93.1034482758621,89.6551724137931, 95.6521739130435 , 96.171647561194 , 91.0862135430546 , 84.3756896925409 , 1.10087043594326 , 2.49399147795328 , 3.75749433026484 , 29 , 29 , 23 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2015/12/16 , Heart , 0 , 1 , 1 ,100,80, 66.6666666666667 , 95.5596601115109 , 89.6857478022625 , 82.300552673159 , 0.227599745884671 , 0.498216025478734 , 0.396961900935741 , 5 , 5 , 3 , 4 , 10 , 18 , 90.9090909090909 , 76.4462809917355 , 96.5785008741663 , 90.582549399443 , 85.5987443695379 , 1.51767909386613 , 4.00586991077337 , 8.04850404899749 , 44 , 44 ,2015,12
Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2015/12/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , 1 , 2 , 100 , 94.7368421052632 , 95.7175281010331 , 88.4593962949875 , 85.5987443695379 , 0.84631981917347 , 2.22679596636774 , 1.15973729804852 , 19 , 19 ,2015,12
Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2015/12/16 , Heart , 1 , 2 , 4 ,98.3333333333333,96.046511627907, 90.6976744186046 , 96.3872845583573 , 91.5840665760944 , 84.8285018842941 , 2.15067141983602 , 4.91254548443758 , 6.69802521591431 , 60 , 60 , 43 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
St. Joseph's Hospital and Medical Center (AZSJ) , AZSJ , TX1 , 2015/12/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , NA , NA , NA , NA , 85.5987443695379 , NA , NA , 1.3994961437533 , NA , NA ,2015,12
Banner University Medical Center-Tucson (AZUA) , AZUA , TX1 , 2015/12/16 , Heart , 0 , 3 , 4 ,100,67.5, 85.1851851851852 , 95.1418248809538 , 88.7321016719814 , 78.6413787878494 , 0.498571099183534 , 1.12044539948154 , 6.66925460975067 , 10 , 10 , 27 , NA , NA , 1 , NA , NA , NA , NA , 85.5987443695379 , NA , NA , 0.458821134733 , NA , NA ,2015,12
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2015/12/16 , Heart , 0 , 1 , NA ,100,66.6666666666667, NA , 95.3036210981625 , 89.0897551785824 , NA , 0.144417665322375 , 0.253377097580521 , NA , 3 , 3 , NA , 0 , 0 , 0 , 100 , 100 , 98.4395273994584 , 95.5567495904136 , 85.5987443695379 , 0.236078297302483 , 0.665958199771176 , 1.08849700069701 , 15 , 15 ,2015,12
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2015/12/16 , Heart , 10 , 22 , 29 ,96.0159362549801,90.4695823447782, 85.7142857142857 , 95.7528093165882 , 90.1848756610555 , 85.6927641146535 , 10.5009023175486 , 23.2308459398811 , 29.087505988928 , 251 , 251 , 203 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Loma Linda University Medical Center (CALL) , CALL , TX1 , 2015/12/16 , Heart , 0 , 3 , 4 ,100,88, 84.6153846153846 , 93.8477993892021 , 86.186074781964 , 84.1002934915038 , 1.61989827652732 , 3.61102129760933 , 4.21340425724639 , 25 , 25 , 26 , 2 , 2 , 2 , 88.8888888888889 , 88.8888888888889 , 97.0834066216699 , 91.8868912557931 , 85.5987443695379 , 0.491348029686931 , 1.17741006240134 , 3.7034057739267 , 18 , 18 ,2015,12
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2015/12/16 , Heart , 0 , 1 , 0 ,100,66.6666666666667, 100 , 92.4972986693425 , 83.3433498555059 , 88.4824496270911 , 0.398061754865387 , 0.812813192328586 , 0.36968899847519 , 5 , 5 , 3 , 0 , 2 , 7 , 100 , 94.010889292196 , 97.8634996463511 , 93.9690246542479 , 85.5987443695379 , 0.822662797202736 , 2.24050232432575 , 4.56491807312446 , 38 , 38 ,2015,12
California Pacific Medical Center (CAPM) , CAPM , TX1 , 2015/12/16 , Heart , 1 , 2 , 5 ,92.3076923076923,83.9160839160839, 80.7692307692308 , 95.5740672371646 , 89.7815848735271 , 83.32937055536 , 0.572299218973154 , 1.32849416768923 , 4.58184208150227 , 13 , 13 , 26 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2015/12/16 , Heart , 3 , 4 , 5 ,91.8918918918919,89.1891891891892, 64.2857142857143 , 96.295971716731 , 91.4003389624336 , 80.6721493169738 , 1.29261605451406 , 2.78997015698714 , 2.15231247753577 , 37 , 37 , 14 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2015/12/16 , Heart , 1 , 3 , 1 ,97.2972972972973,91.2162162162162, 93.75 , 95.8920296724872 , 90.4679667988573 , 87.444757934493 , 1.53766093288998 , 3.44459357174686 , 2.02798912979418 , 37 , 37 , 16 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Sutter Memorial Hospital (CASG) , CASG , TX1 , 2015/12/16 , Heart , 1 , 2 , 1 ,96.2962962962963,92.5925925925926, 95.6521739130435 , 95.9770771102903 , 90.6477942229467 , 86.2793144017457 , 1.08693818474072 , 2.43967141468408 , 3.36267378797527 , 27 , 27 , 23 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Sharp Memorial Hospital (CASH) , CASH , TX1 , 2015/12/16 , Heart , 1 , 1 , 2 ,96.551724137931,96.551724137931, 93.3333333333333 , 96.9176282711243 , 92.7586349108526 , 88.6113240094069 , 0.889226437152142 , 2.07731103571497 , 3.61044804649749 , 29 , 29 , 30 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Stanford University Medical Center (CASU) , CASU , TX1 , 2015/12/16 , Heart , 2 , 6 , 9 ,97.979797979798,93.939393939394, 87.5 , 95.8020957103202 , 90.2806816138678 , 85.1218597150536 , 4.23385259506663 , 9.3390719691056 , 10.8101399129881 , 99 , 99 , 72 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2015/12/16 , Heart , 2 , 10 , 16 ,98.1481481481482,89.8929049531459, 78.3783783783784 , 95.7523451001868 , 90.15708109244 , 84.6348809414337 , 4.6391194415298 , 10.4144586369886 , 11.1619017285341 , 108 , 108 , 74 , 2 , 2 , 4 , 93.5483870967742 , 93.5483870967742 , 97.9834173226295 , 94.3092614433428 , 85.5987443695379 , 0.605000547361424 , 1.66963375676686 , 4.11294865678791 , 31 , 31 ,2015,12
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2015/12/16 , Heart , 0 , 1 , 5 ,100,97.8723404255319, 86.1111111111111 , 96.2703252278373 , 91.3087728503991 , 85.7578475118292 , 1.79309539049865 , 4.13476451146263 , 4.99386969415724 , 47 , 47 , 36 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Children's Hospital Colorado (COCH) , COCH , TX1 , 2015/12/16 , Heart , 1 , 1 , 1 ,50,50, 85.7142857142857 , 90.6711994217946 , 79.1162384779253 , 83.152967561743 , 0.145637930995391 , 0.246241440574983 , 1.20080699347242 , 2 , 2 , 7 , 2 , 2 , 4 , 91.304347826087 , 91.304347826087 , 97.8187173649095 , 93.8387663441031 , 85.5987443695379 , 0.477414648383924 , 1.24284445418036 , 4.16751305073662 , 23 , 23 ,2015,12
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2015/12/16 , Heart , 1 , 3 , 7 ,97.9166666666667,92.9292929292929, 84.4444444444444 , 95.6467632624303 , 89.9224973276849 , 84.9625878402409 , 2.06688917847439 , 4.54856034983738 , 6.57410929473844 , 48 , 48 , 45 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Hartford Hospital (CTHH) , CTHH , TX1 , 2015/12/16 , Heart , 0 , 1 , 5 ,100,95.2380952380952, 88.0952380952381 , 96.1270016446429 , 90.9807835041114 , 83.4981867597267 , 1.10973989519696 , 2.51753012320599 , 7.20601115753548 , 28 , 28 , 42 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2015/12/16 , Heart , 1 , 1 , 3 ,96.2962962962963,96.2962962962963, 90.625 , 96.2052441433264 , 91.1637226503292 , 84.0634648085178 , 0.997887225650994 , 2.17058234815406 , 5.36413125168508 , 27 , 27 , 32 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Children's National Medical Center (DCCH) , DCCH , TX1 , 2015/12/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , 2 , NA , 100 , 77.7777777777778 , 95.4551588135535 , 88.6379758702504 , NA , 0.446555515486084 , 1.00022479513633 , NA , 9 , 9 ,2015,12
Washington Hospital Center (DCWH) , DCWH , TX1 , 2015/12/16 , Heart , 3 , 6 , 8 ,89.6551724137931,79.3103448275862, 66.6666666666667 , 96.341261310028 , 91.4606274059144 , 84.7220901166506 , 1.00565457191225 , 2.05054407112832 , 3.1518582429589 , 29 , 29 , 24 , 0 , 0 , NA , 100 , 100 , 98.8398100746551 , 96.6797272335777 , NA , 0.0116697264128798 , 0.0337664514892499 , NA , 1 , 1 ,2015,12
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2015/12/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , 1 , 4 , 100 , 75 , 97.7298685853451 , 93.6012252456558 , 85.5987443695379 , 0.0920831479435017 , 0.240727688461462 , 1.22876540317846 , 4 , 4 ,2015,12
All Children's Hospital (FLAC) , FLAC , TX1 , 2015/12/16 , Heart , 0 , 0 , NA ,100,100, NA , 92.3951200538569 , 82.6821481406947 , NA , 0.0790960220050702 , 0.151394054491208 , NA , 1 , 1 , NA , 2 , 5 , 0 , 91.6666666666667 , 78.4313725490196 , 96.9284545957144 , 91.4746198436689 , 85.5987443695379 , 0.741473302925863 , 1.88144576900263 , 2.02149442986588 , 24 , 24 ,2015,12
Cleveland Clinic Florida Weston (FLCC) , FLCC , TX1 , 2015/12/16 , Heart , 0 , 0 , NA ,100,100, NA , 91.5092874163225 , 81.457239604032 , NA , 0.36533483800154 , 0.699270595029372 , NA , 4 , 4 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2015/12/16 , Heart , 0 , 2 , 0 ,100,88.8198757763975, 100 , 96.2456243396033 , 91.2871505103932 , 89.2790989086967 , 0.886278219852401 , 1.87355447300396 , 0.113402780274565 , 23 , 23 , 1 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD) , FLJD , TX1 , 2015/12/16 , Heart , 0 , 0 , NA ,100,100, NA , 97.3396823944644 , 93.7229765059031 , NA , 0.026963444435195 , 0.064826813293462 , NA , 1 , 1 , NA , 0 , 0 , 0 , 100 , 100 , 97.8905147545893 , 94.0421378728156 , 85.5987443695379 , 0.235060561538 , 0.614686914145492 , 0.932997429168869 , 11 , 11 ,2015,12
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2015/12/16 , Heart , 2 , 2 , 11 ,93.1034482758621,93.1034482758621, 83.0769230769231 , 96.4953889359955 , 91.7958267853816 , 84.6058974998489 , 1.01112469137586 , 2.33376216911982 , 10.3959886001836 , 29 , 29 , 65 , 0 , 0 , 0 , 100 , 100 , 98.4678256096374 , 95.6358849490333 , 85.5987443695379 , 0.0463509456238374 , 0.124134526059886 , 0.31099914305629 , 3 , 3 ,2015,12
Memorial Regional Hospital (FLMR) , FLMR , TX1 , 2015/12/16 , Heart , 0 , 0 , NA ,100,100, NA , 96.9576694222655 , 92.8411707282617 , NA , 0.092687934876145 , 0.177409709206578 , NA , 3 , 3 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2015/12/16 , Heart , 2 , 6 , 9 ,96.6101694915254,89.2930963207937, 86.1538461538461 , 95.9064885484205 , 90.4984115751574 , 82.0819281903366 , 2.46695761188613 , 5.33614812385764 , 11.9155103688402 , 59 , 59 , 65 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Tampa General Hospital (FLTG) , FLTG , TX1 , 2015/12/16 , Heart , 5 , 11 , 19 ,95.3271028037383,89.1785538612887, 85.6060606060606 , 96.0604439020967 , 90.8237015821151 , 82.5507203320203 , 4.19668708841308 , 9.26388712382895 , 22.3702752016813 , 107 , 107 , 132 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
UF Health Shands Hospital (FLUF) , FLUF , TX1 , 2015/12/16 , Heart , 1 , 3 , 13 ,97.2222222222222,91.6666666666667, 78.3333333333333 , 96.362095575607 , 91.5084074288767 , 83.8203086651504 , 1.30740168307389 , 2.91526967575306 , 9.06180599556288 , 36 , 36 , 60 , 2 , 4 , 3 , 93.3333333333333 , 84.8484848484848 , 97.0839349659135 , 91.9493681094128 , 85.5987443695379 , 0.815283747190823 , 2.14367348475284 , 3.36922244822873 , 30 , 30 ,2015,12
Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2015/12/16 , Heart , 0 , 0 , 0 ,100,100, 100 , 96.3005365188569 , 91.3367222050424 , 88.573218508357 , 0.0754008780148405 , 0.181282426767811 , 0.121340648243145 , 2 , 2 , 1 , 1 , 1 , 6 , 97.5609756097561 , 97.5609756097561 , 98.0860006107485 , 94.5733932977449 , 85.5987443695379 , 0.758966828399097 , 2.11245088639223 , 5.04022916196356 , 41 , 41 ,2015,12
Emory University Hospital (GAEM) , GAEM , TX1 , 2015/12/16 , Heart , 6 , 7 , 15 ,91.7808219178082,90.0811770674785, 76.9230769230769 , 96.1887195159418 , 91.134581410854 , 83.9738307759735 , 2.70700798171738 , 6.04737996227097 , 9.68491270548582 , 73 , 73 , 65 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Piedmont Hospital (GAPH) , GAPH , TX1 , 2015/12/16 , Heart , 0 , 3 , 1 ,100,80, 0 , 97.0369868039712 , 93.0369018122421 , 86.0820450542065 , 0.451801091576331 , 0.983928729103559 , 0.0306503123300369 , 15 , 15 , 1 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Saint Joseph's Hospital of Atlanta (GASJ) , GASJ , TX1 , 2015/12/16 , Heart , 0 , 0 , 10 ,100,100, 68.75 , 97.9964389907306 , 95.2518182237223 , 82.9899896783287 , 0.0404861487103705 , 0.0973387509791844 , 4.37046656512075 , 2 , 2 , 32 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2015/12/16 , Heart , 1 , 1 , 3 ,96.7741935483871,96.7741935483871, 88.8888888888889 , 95.0872298558183 , 88.7296889863423 , 83.9287371924536 , 1.55243761831174 , 3.57719822507422 , 4.34344441147581 , 31 , 31 , 27 , 0 , 0 , 0 , 100 , 100 , 97.8541231647824 , 93.9222444422651 , 85.5987443695379 , 0.173632295223559 , 0.459885490603368 , 0.31099914305629 , 8 , 8 ,2015,12
Advocate Christ Medical Center (ILCH) , ILCH , TX1 , 2015/12/16 , Heart , 0 , 0 , 7 ,100,100, 72 , 96.8633714437969 , 92.6438719572646 , 84.1429801565339 , 1.18150894205715 , 2.6522631160382 , 3.58837100739458 , 37 , 37 , 25 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM) , ILCM , TX1 , 2015/12/16 , Heart , 0 , 1 , 0 ,100,75, 100 , 95.2645973160769 , 89.030673114391 , 85.0370750532789 , 0.194569749834093 , 0.391591626959602 , 0.162082847497954 , 4 , 4 , 1 , 1 , 2 , 5 , 97.5609756097561 , 95.1219512195122 , 96.8222465378893 , 91.2469473268312 , 85.5987443695379 , 1.31703011751248 , 3.3268634627011 , 5.40205827834857 , 41 , 41 ,2015,12
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2015/12/16 , Heart , 2 , 2 , 2 ,93.3333333333333,93.3333333333333, 92.8571428571428 , 95.5982688409783 , 89.7753819718363 , 82.5743804263707 , 1.33282941137283 , 2.94222068069603 , 5.21855687238602 , 30 , 30 , 28 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2015/12/16 , Heart , 2 , 8 , 8 ,96.7213114754098,85.5401429171921, 81.3953488372093 , 96.1008808774097 , 90.9498588703594 , 86.8928096460009 , 2.41392743892347 , 5.20038153589637 , 5.644206494968 , 61 , 61 , 43 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Rush University Medical Center (ILPL) , ILPL , TX1 , 2015/12/16 , Heart , 1 , 1 , 2 ,91.6666666666667,91.6666666666667, 66.6666666666667 , 95.6260116284059 , 89.8873725827324 , 76.1264729674072 , 0.42510172661151 , 1.01757193943225 , 1.00054080887031 , 12 , 12 , 6 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2015/12/16 , Heart , 1 , 8 , 13 ,98.3870967741936,86.6466616654163, 76.7857142857143 , 96.1969551861401 , 91.1421504549599 , 81.9906883392554 , 2.39907097365747 , 5.16915032332345 , 8.95323177875967 , 62 , 62 , 56 , 0 , 0 , 1 , 100 , 100 , 97.7270209179193 , 93.5636886218842 , 85.5987443695379 , 0.0229920948818673 , 0.05151561809476 , 0.466498714584434 , 1 , 1 ,2015,12
Indiana University Health (INIM) , INIM , TX1 , 2015/12/16 , Heart , 2 , 5 , 4 ,95.5555555555555,88.8888888888889, 90.9090909090909 , 96.0362018276036 , 90.8590465386646 , 84.6519492320867 , 1.65549161986762 , 3.63875586949759 , 7.18923568832026 , 45 , 45 , 44 , 0 , 0 , 1 , 100 , 100 , 98.141503983022 , 94.7265084619316 , 85.5987443695379 , 0.244128355197849 , 0.680970282258835 , 1.62204134485429 , 13 , 13 ,2015,12
Lutheran Hospital of Fort Wayne (INLH) , INLH , TX1 , 2015/12/16 , Heart , 2 , 4 , 4 ,91.304347826087,81.8414322250639, 71.4285714285714 , 95.5890472515977 , 89.8399421146012 , 82.4059030701013 , 0.978637481667203 , 2.02843530814658 , 2.26532634215676 , 23 , 23 , 14 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
St Vincent Hospital and Health Care Center (INSV) , INSV , TX1 , 2015/12/16 , Heart , 2 , 8 , 9 ,96.2264150943396,83.599419448476, 83.6363636363636 , 95.6399214916139 , 89.8952686258624 , 85.0886283840453 , 2.33987605106085 , 5.12895613192796 , 7.83021692406699 , 53 , 53 , 55 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Jewish Hospital (KYJH) , KYJH , TX1 , 2015/12/16 , Heart , 1 , 3 , 8 ,96.2962962962963,88.8888888888889, 78.3783783783784 , 95.8849509690776 , 90.4104992649006 , 83.0277245685389 , 1.13469423893186 , 2.58386982212898 , 5.97429311901606 , 27 , 27 , 37 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Kosair Children's Hospital (KYKC) , KYKC , TX1 , 2015/12/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 1 , NA , NA , NA , NA , 85.5987443695379 , NA , NA , 0.385124447395782 , NA , NA ,2015,12
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2015/12/16 , Heart , 1 , 1 , 4 ,97.1428571428571,97.1428571428571, 80 , 96.2634307782008 , 91.3206739728314 , 84.5836618322379 , 1.28424897812733 , 2.89260342732133 , 3.04394341208285 , 35 , 35 , 20 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2015/12/16 , Heart , 3 , 7 , 8 ,94.7368421052632,87.719298245614, 85.4545454545454 , 96.0064078116668 , 90.7216294092836 , 82.1625698660123 , 2.24761500337516 , 4.96102772495146 , 10.697132576346 , 57 , 57 , 55 , 0 , 0 , 0 , 100 , 100 , 98.2547529862219 , 95.0516271543863 , 85.5987443695379 , 0.0705697585799311 , 0.204194189768438 , 0.777497857640724 , 4 , 4 ,2015,12
Tulane Medical Center (LATU) , LATU , TX1 , 2015/12/16 , Heart , NA , NA , 1 , NA , NA , 91.6666666666667 , NA , NA , 79.5022235549669 , NA , NA , 2.74093489524574 , NA , NA , 12 , NA , NA , 1 , NA , NA , NA , NA , 85.5987443695379 , NA , NA , 0.144005193664854 , NA , NA ,2015,12
Boston Children's Hospital (MACH) , MACH , TX1 , 2015/12/16 , Heart , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , 0 , 1 , 4 , 100 , 96.875 , 97.4800269739363 , 92.9564485148907 , 85.5987443695379 , 0.821610943913811 , 2.27791395542895 , 4.17578176652391 , 32 , 32 ,2015,12
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2015/12/16 , Heart , 1 , 2 , 4 ,97.0588235294118,94.1176470588235, 85.7142857142857 , 95.6392077721558 , 89.9765210762846 , 84.1578651867835 , 1.47807637527024 , 3.26218779014862 , 4.57580308565673 , 34 , 34 , 28 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Tufts Medical Center (MANM) , MANM , TX1 , 2015/12/16 , Heart , 1 , 1 , 6 ,97.8723404255319,97.8723404255319, 85 , 95.8779472670967 , 90.4289935142424 , 84.1064098047256 , 1.95343404382848 , 4.39947755890024 , 6.3739265509693 , 47 , 47 , 40 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2015/12/16 , Heart , 3 , 6 , 7 ,93.6170212765958,87.2340425531915, 83.7209302325581 , 96.0596026930529 , 90.8440519370487 , 83.6678699371346 , 1.76304240913641 , 3.67285122383644 , 7.13436150074654 , 47 , 47 , 43 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2015/12/16 , Heart , 0 , 1 , 6 ,100,97.0588235294118, 81.25 , 96.9961159223975 , 92.936730436192 , 85.901221463256 , 1.03774795225141 , 2.32845997003588 , 4.27008794603925 , 34 , 34 , 32 , 0 , 1 , 4 , 100 , 88.8888888888889 , 97.2925178576379 , 92.4341231203083 , 85.5987443695379 , 0.248294829443447 , 0.659195731705056 , 1.86167983793306 , 9 , 9 ,2015,12
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2015/12/16 , Heart , 0 , 2 , 4 ,100,93.2400932400932, 86.2068965517241 , 95.9499998731369 , 90.6070961893694 , 81.413200489489 , 1.37220211924235 , 3.05240614056112 , 5.56519845730565 , 33 , 33 , 29 , 0 , 0 , NA , 100 , 100 , 98.8638943013884 , 96.748220345503 , NA , 0.0228533525380347 , 0.0661263677090651 , NA , 2 , 2 ,2015,12
Children's Hospital of Michigan (MICH) , MICH , TX1 , 2015/12/16 , Heart , NA , NA , 1 , NA , NA , 50 , NA , NA , 67.079386659701 , NA , NA , 0.4475612579698 , NA , NA , 2 , 0 , 0 , 3 , 100 , 100 , 98.1944812456551 , 94.8645388366035 , 85.5987443695379 , 0.0182201713346501 , 0.0408237436788403 , 0.882662561294008 , 1 , 1 ,2015,12
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2015/12/16 , Heart , 2 , 3 , 3 ,93.5483870967742,88.6247877758913, 85.7142857142857 , 96.0402699421461 , 90.7933352616166 , 83.4872201469893 , 1.23668585247956 , 2.69855216184574 , 3.39500768087643 , 31 , 31 , 21 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
Spectrum Health (MISH) , MISH , TX1 , 2015/12/16 , Heart , 2 , 2 , 4 ,92.5925925925926,92.5925925925926, 78.9473684210526 , 95.7796080791212 , 90.1893442313764 , 81.764266456741 , 1.05179440138536 , 2.34877275378527 , 3.28987173216981 , 27 , 27 , 19 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,12
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2015/12/16 , Heart , 2 , 5 , 9 ,96.8253968253968,92.0634920634921, 88.75 , 96.4917696375278 , 91.8203860887868 , 84.9142277006114 , 2.12192189460102 , 4.75107774944278 , 12.1358569971169 , 63 , 63 , 80 , 0 , 0 , 1 , 100 , 100 , 97.9347604824064 , 94.1695715877118 , 85.5987443695379 , 0.481293399099195 , 1.33940030349792 , 1.88933420159285 , 23 , 23 ,2015,12
Univ of MN Amplatz Children's Hosp (MNAC) , MNAC , TX1 , 2015/12/16 , Heart , 1 , 1 , NA ,50,50, NA , 94.3295290717363 , 86.968550622102 , NA , 0.0815007457010231 , 0.134635172437256 , NA , 2 , 2 , NA , 0 , 1 , NA , 100 , 75 , 98.5712469512448 , 95.9230790863977 , NA , 0.100754113220728 , 0.256875189702235 , NA , 7 , 7 ,2015,12
