,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_N,RCC_A17_N,RCC_A2_N,RCC_A34_N,RCC_A49_N,RCC_A64_N,RCC_A65P_N,RCC_AU_N,RCC_BAB_N,RCC_BAT_N,RCC_BA_N,RCC_BB_N,RCC_BMI20_N,RCC_BMI25_N,RCC_BMI30_N,RCC_BMI31P_N,RCC_BMINR_N,RCC_BO_N,RCC_BU_N,RCC_CAD_N,RCC_CAR_N,RCC_CHD_N,RCC_CLD_N,RCC_COD_N,RCC_CYF_N,RCC_DEVS_N,RCC_DIA_N,RCC_ECO_N,RCC_FBP_N,RCC_GF_N,RCC_GLO_N,RCC_GM_N,RCC_GU_N,RCC_HOSPNR_N,RCC_HOSP_N,RCC_HYP_N,RCC_ICU_N,RCC_IDP_N,RCC_INRET_N,RCC_KIRET_N,RCC_LSNR_N,RCC_LS_N,RCC_LURET_N,RCC_ME11_N,RCC_ME15_N,RCC_ME21_N,RCC_ME31_N,RCC_ME6_N,RCC_MET_N,RCC_MIS_N,RCC_MNEO_N,RCC_NCC_N,RCC_NEC_N,RCC_NEO_N,RCC_NOTHOSP_N,RCC_NOTLS_N,RCC_N_N,RCC_OTH_N,RCC_OTK_N,RCC_PE11_N,RCC_PE15_N,RCC_PE21_N,RCC_PE31_N,RCC_PE6_N,RCC_POL_N,RCC_PPH_N,RCC_PRA79_N,RCC_PRA80_N,RCC_PRA9_N,RCC_PRAU_N,RCC_PTXN_N,RCC_PTXU_N,RCC_PTXY_N,RCC_RA_N,RCC_RB_N,RCC_RET_N,RCC_RH_N,RCC_RO_N,RCC_RU_N,RCC_RW_N,RCC_SGS_N,RCC_TINA_N,RCC_TST1A_N,RCC_TST1B_N,RCC_TST1_N,RCC_TST2A_N,RCC_TST2B_N,RCC_TST2_N,RCC_TST3_N,RCC_TUB_N,RCC_VAS_N,RCC_VHD_N,RCC_CON_N,D_OR_L,RCL_A10_N,RCL_A17_N,RCL_A2_N,RCL_A34_N,RCL_A49_N,RCL_A64_N,RCL_A65P_N,RCL_AU_N,RCL_BAB_N,RCL_BAT_N,RCL_BA_N,RCL_BB_N,RCL_BMI20_N,RCL_BMI25_N,RCL_BMI30_N,RCL_BMI31P_N,RCL_BMINR_N,RCL_BO_N,RCL_BU_N,RCL_CLD_N,RCL_COD_N,RCL_CYF_N,RCL_DEVS_N,RCL_DIA_N,RCL_ECO_N,RCL_GF_N,RCL_GLO_N,RCL_GM_N,RCL_GU_N,RCL_HOSPNR_N,RCL_HOSP_N,RCL_HYP_N,RCL_ICU_N,RCL_IDP_N,RCL_KIRET_N,RCL_LSNR_N,RCL_LS_N,RCL_LURET_N,RCL_ME11_N,RCL_ME15_N,RCL_ME21_N,RCL_ME31_N,RCL_ME6_N,RCL_MET_N,RCL_MIS_N,RCL_MNEO_N,RCL_NCC_N,RCL_NEC_N,RCL_NEO_N,RCL_NOTHOSP_N,RCL_NOTLS_N,RCL_N_N,RCL_OTH_N,RCL_OTK_N,RCL_PE11_N,RCL_PE15_N,RCL_PE21_N,RCL_PE31_N,RCL_PE6_N,RCL_POL_N,RCL_PPH_N,RCL_PRA79_N,RCL_PRA80_N,RCL_PRA9_N,RCL_PRAU_N,RCL_PTXN_N,RCL_PTXU_N,RCL_PTXY_N,RCL_RA_N,RCL_RB_N,RCL_RH_N,RCL_RO_N,RCL_RU_N,RCL_RW_N,RCL_TINA_N,RCL_TST1A_N,RCL_TST1B_N,RCL_TST1_N,RCL_TST2A_N,RCL_TST2B_N,RCL_TST3_N,RCL_TUB_N,RCL_VAS_N,RCL_CON_N,YEAR,MONTH,RCC_A69_N,RCC_A70P_N,RCC_BMI35_N,RCC_BMI40_N,RCC_BMI41P_N,RCL_A69_N,RCL_A70P_N,RCL_BMI35_N,RCL_BMI40_N,RCL_BMI41P_N,Unnamed: 0, CTR_CD, CTR_TY, RELEASE_DATE, ORG, RCC_A10_N, RCC_A17_N, RCC_A2_N, RCC_A34_N, RCC_A49_N, RCC_A64_N, RCC_A65P_N, RCC_AU_N, RCC_BAB_N, RCC_BAT_N, RCC_BA_N, RCC_BB_N, RCC_BMI20_N, RCC_BMI25_N, RCC_BMI30_N, RCC_BMI31P_N, RCC_BMINR_N, RCC_BO_N, RCC_BU_N, RCC_CAD_N, RCC_CAR_N, RCC_CHD_N, RCC_CLD_N, RCC_COD_N, RCC_CON_N, RCC_CYF_N, RCC_DEVS_N, RCC_DIA_N, RCC_ECO_N, RCC_FBP_N, RCC_GF_N, RCC_GLO_N, RCC_GM_N, RCC_GU_N, RCC_HOSPNR_N, RCC_HOSP_N, RCC_HYP_N, RCC_ICU_N, RCC_IDP_N, RCC_INRET_N, RCC_KIRET_N, RCC_LSNR_N, RCC_LS_N, RCC_LURET_N, RCC_ME11_N, RCC_ME15_N, RCC_ME21_N, RCC_ME31_N, RCC_ME6_N, RCC_MET_N, RCC_MIS_N, RCC_MNEO_N, RCC_NCC_N, RCC_NEC_N, RCC_NEO_N, RCC_NOTHOSP_N, RCC_NOTLS_N, RCC_N_N, RCC_OTH_N, RCC_OTK_N, RCC_PE11_N, RCC_PE15_N, RCC_PE21_N, RCC_PE31_N, RCC_PE6_N, RCC_POL_N, RCC_PPH_N, RCC_PRA79_N, RCC_PRA80_N, RCC_PRA9_N, RCC_PRAU_N, RCC_PTXN_N, RCC_PTXU_N, RCC_PTXY_N, RCC_RA_N, RCC_RB_N, RCC_RET_N, RCC_RH_N, RCC_RO_N, RCC_RU_N, RCC_RW_N, RCC_SGS_N, RCC_TINA_N, RCC_TST1A_N, RCC_TST1B_N, RCC_TST1_N, RCC_TST2A_N, RCC_TST2B_N, RCC_TST2_N, RCC_TST3_N, RCC_TUB_N, RCC_VAS_N, RCC_VHD_N, RCL_A10_N, RCL_A17_N, RCL_A2_N, RCL_A34_N, RCL_A49_N, RCL_A64_N, RCL_A65P_N, RCL_AU_N, RCL_BAB_N, RCL_BAT_N, RCL_BA_N, RCL_BB_N, RCL_BMI20_N, RCL_BMI25_N, RCL_BMI30_N, RCL_BMI31P_N, RCL_BMINR_N, RCL_BO_N, RCL_BU_N, RCL_CLD_N, RCL_COD_N, RCL_CON_N, RCL_CYF_N, RCL_DEVS_N, RCL_DIA_N, RCL_ECO_N, RCL_GF_N, RCL_GLO_N, RCL_GM_N, RCL_GU_N, RCL_HOSPNR_N, RCL_HOSP_N, RCL_HYP_N, RCL_ICU_N, RCL_IDP_N, RCL_KIRET_N, RCL_LSNR_N, RCL_LS_N, RCL_LURET_N, RCL_ME11_N, RCL_ME15_N, RCL_ME21_N, RCL_ME31_N, RCL_ME6_N, RCL_MET_N, RCL_MIS_N, RCL_MNEO_N, RCL_NCC_N, RCL_NEC_N, RCL_NEO_N, RCL_NOTHOSP_N, RCL_NOTLS_N, RCL_N_N, RCL_OTH_N, RCL_OTK_N, RCL_PE11_N, RCL_PE15_N, RCL_PE21_N, RCL_PE31_N, RCL_PE6_N, RCL_POL_N, RCL_PPH_N, RCL_PRA79_N, RCL_PRA80_N, RCL_PRA9_N, RCL_PRAU_N, RCL_PTXN_N, RCL_PTXU_N, RCL_PTXY_N, RCL_RA_N, RCL_RB_N, RCL_RH_N, RCL_RO_N, RCL_RU_N, RCL_RW_N, RCL_TINA_N, RCL_TST1A_N, RCL_TST1B_N, RCL_TST1_N, RCL_TST2A_N, RCL_TST2B_N, RCL_TST3_N, RCL_TUB_N, RCL_VAS_N
17,Cedars-Sinai Medical Center (CACS),CACS,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Loma Linda University Medical Center (CALL),CALL,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,California Pacific Medical Center (CAPM),CAPM,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sharp Memorial Hospital (CASH),CASH,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Stanford Health Care (CASU),CASU,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,University of Utah Medical Center (UTMC),UTMC,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Northwestern Memorial Hospital (ILNM),ILNM,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Rush University Medical Center (ILPL),ILPL,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,OSF Saint Francis Medical Center (ILSF),ILSF,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,University of Chicago Medical Center (ILUC),ILUC,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,University of Illinois Medical Center (ILUI),ILUI,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Barnes-Jewish Hospital (MOBH),MOBH,TX1,2022-07-06 19:00:00,PA,9.7902097902,1.3986013986,2.7972027972,18.181818182,42.657342657,22.377622378,,,1.3986013986,,44.055944056,9.0909090909,27.972027972,30.06993007,30.769230769,,2.0979020979,45.454545455,0,,,,,,,0,,,,52.447552448,,47.552447552,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,143,,,,,,,,,,11.188811189,11.188811189,77.622377622,0,53.146853147,0,46.853146853,2.7972027972,13.286713287,,9.7902097902,0.6993006993,0,73.426573427,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,May,1.3986013986,1.3986013986,8.3916083916,0.6993006993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
