ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Swedish Medical Center (WASM) , WASM , TX1 , 2014/03/20 , Liver , 0 , 1 ,   , 10 , 10 ,   ,   ,   ,   ,   ,   ,2013,7
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2014/03/20 , Liver , 2 , 14 , 35 , 188 , 188 , 194 ,   ,   ,   ,   ,   ,2013,7
Children's Hospital of Wisconsin (WICH) , WICH , TX1 , 2014/03/20 , Liver ,   ,   ,   ,   ,   ,   , 2 , 2 , 4 , 5 , 5 ,2013,7
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2014/03/20 , Liver , 0 , 0 , 18 , 39 , 39 , 50 ,   ,   ,   ,   ,   ,2013,7
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2014/03/20 , Liver , 1 , 5 , 16 , 56 , 56 , 55 ,   ,   ,   ,   ,   ,2013,7
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2014/03/20 , Liver , 8 , 18 , 39 , 148 , 148 , 195 , 1 , 1 , 2 , 11 , 11 ,2013,7
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2012/07/13 , Liver , 8 , 29 , 38 , 247 , 247 , 218 , 0 , 0 , 0 , 17 , 17 ,2012,7
Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 0 , 1 ,   , 1 , 1 ,2012,7
UAMS Medical Center (ARUA) , ARUA , TX1 , 2012/07/13 , Liver , 3 , 5 , 8 , 65 , 65 , 63 ,   ,   ,   ,   ,   ,2012,7
Banner Good Samaritan Medical Center (AZGS) , AZGS , TX1 , 2012/07/13 , Liver , 5 , 20 , 20 , 127 , 127 , 112 ,   ,   ,   ,   ,   ,2012,7
Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2012/07/13 , Liver , 8 , 13 , 25 , 117 , 117 , 149 ,   ,   ,   ,   ,   ,2012,7
"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2012/07/13 , Liver , 2 , 3 , 4 , 29 , 29 , 13 , 0 , 0 , 3 , 15 , 15 ,2012,7
Rady Children's Hospital and Health Center (CACH) , CACH , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 0 , 0 , 3 , 3 , 3 ,2012,7
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2012/07/13 , Liver ,   ,   , 0 ,   ,   , 2 , 1 , 2 , 4 , 48 , 48 ,2012,7
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2012/07/13 , Liver , 9 , 25 , 20 , 122 , 122 , 101 ,   ,   ,   ,   ,   ,2012,7
Scripps Green Hospital (CAGH) , CAGH , TX1 , 2012/07/13 , Liver , 3 , 5 , 12 , 75 , 75 , 58 ,   ,   ,   ,   ,   ,2012,7
Loma Linda University Medical Center (CALL) , CALL , TX1 , 2012/07/13 , Liver , 5 , 10 , 15 , 63 , 63 , 56 ,   ,   , 1 ,   ,   ,2012,7
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 2 , 2 ,   , 66 , 66 ,2012,7
California Pacific Medical Center (CAPM) , CAPM , TX1 , 2012/07/13 , Liver , 4 , 12 , 17 , 145 , 145 , 116 ,   ,   ,   ,   ,   ,2012,7
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2012/07/13 , Liver , 8 , 14 , 29 , 88 , 88 , 89 , 0 , 0 ,   , 1 , 1 ,2012,7
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2012/07/13 , Liver , 3 , 26 , 37 , 301 , 301 , 281 , 3 , 5 , 8 , 35 , 35 ,2012,7
University of California Davis Medical Center (CASM) , CASM , TX1 , 2012/07/13 , Liver , 0 , 0 , 8 , 4 , 4 , 47 ,   ,   ,   ,   ,   ,2012,7
Stanford University Medical Center (CASU) , CASU , TX1 , 2012/07/13 , Liver , 7 , 17 , 27 , 127 , 127 , 135 , 0 , 0 , 5 , 1 , 1 ,2012,7
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2012/07/13 , Liver , 32 , 85 , 158 , 396 , 396 , 474 , 5 , 7 , 5 , 49 , 49 ,2012,7
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2012/07/13 , Liver , 4 , 15 , 18 , 91 , 91 , 87 ,   ,   ,   ,   ,   ,2012,7
Children's Hospital Colorado (COCH) , COCH , TX1 , 2012/07/13 , Liver , 0 , 0 ,   , 2 , 2 ,   , 2 , 2 , 7 , 14 , 14 ,2012,7
Centura Porter Adventist Hospital (COPM) , COPM , TX1 , 2012/07/13 , Liver , 0 , 1 , 2 , 13 , 13 , 8 ,   ,   ,   ,   ,   ,2012,7
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2012/07/13 , Liver , 8 , 19 , 34 , 209 , 209 , 190 , 0 , 0 ,   , 1 , 1 ,2012,7
Hartford Hospital (CTHH) , CTHH , TX1 , 2012/07/13 , Liver , 6 , 8 , 13 , 33 , 33 , 42 ,   ,   ,   ,   ,   ,2012,7
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2012/07/13 , Liver , 5 , 8 , 5 , 79 , 79 , 35 , 0 , 0 , 1 , 27 , 27 ,2012,7
Georgetown University Medical Center (DCGU) , DCGU , TX1 , 2012/07/13 , Liver , 5 , 19 , 28 , 168 , 168 , 132 , 5 , 7 , 6 , 37 , 37 ,2012,7
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2012/07/13 , Liver , 0 , 0 ,   , 2 , 2 ,   , 0 , 1 , 4 , 17 , 17 ,2012,7
Broward General Medical Center (FLBC) , FLBC , TX1 , 2012/07/13 , Liver , 2 , 8 , 26 , 72 , 72 , 88 ,   ,   ,   ,   ,   ,2012,7
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2012/07/13 , Liver , 5 , 18 , 4 , 169 , 169 , 41 ,   ,   ,   ,   ,   ,2012,7
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2012/07/13 , Liver , 9 , 33 , 75 , 224 , 224 , 312 , 2 , 4 , 9 , 45 , 45 ,2012,7
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2012/07/13 , Liver , 13 , 39 , 84 , 384 , 384 , 419 ,   ,   ,   ,   ,   ,2012,7
Tampa General Hospital (FLTG) , FLTG , TX1 , 2012/07/13 , Liver , 9 , 24 , 46 , 232 , 232 , 217 ,   ,   ,   ,   ,   ,2012,7
Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2012/07/13 , Liver , 2 , 12 , 57 , 81 , 81 , 188 , 3 , 4 , 4 , 19 , 19 ,2012,7
Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2012/07/13 , Liver , 0 , 0 , 2 , 3 , 3 , 5 , 2 , 7 , 8 , 52 , 52 ,2012,7
Emory University Hospital (GAEM) , GAEM , TX1 , 2012/07/13 , Liver , 6 , 22 , 45 , 209 , 209 , 148 ,   ,   ,   ,   ,   ,2012,7
Piedmont Hospital (GAPH) , GAPH , TX1 , 2012/07/13 , Liver , 11 , 23 , 31 , 184 , 184 , 144 ,   ,   ,   ,   ,   ,2012,7
Hawaii Medical Center East (HISF) , HISF , TX1 , 2012/07/13 , Liver , 1 , 3 , 5 , 44 , 44 , 29 ,   ,   ,   ,   ,   ,2012,7
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2012/07/13 , Liver , 3 , 4 , 9 , 81 , 81 , 56 , 1 , 2 ,   , 3 , 3 ,2012,7
Children's Memorial Hospital (ILCM) , ILCM , TX1 , 2012/07/13 , Liver ,   ,   , 1 ,   ,   , 1 , 0 , 0 , 2 , 31 , 31 ,2012,7
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2012/07/13 , Liver , 4 , 6 , 6 , 36 , 36 , 24 ,   ,   ,   ,   ,   ,2012,7
Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2012/07/13 , Liver , 15 , 31 , 59 , 242 , 242 , 243 ,   ,   , 0 ,   ,   ,2012,7
Rush University Medical Center (ILPL) , ILPL , TX1 , 2012/07/13 , Liver , 8 , 21 , 73 , 112 , 112 , 156 , 1 , 1 , 0 , 2 , 2 ,2012,7
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2012/07/13 , Liver , 3 , 6 , 20 , 47 , 47 , 53 , 1 , 2 , 2 , 19 , 19 ,2012,7
University of Illinois Medical Center (ILUI) , ILUI , TX1 , 2012/07/13 , Liver , 8 , 16 , 18 , 96 , 96 , 61 , 1 , 1 ,   , 2 , 2 ,2012,7
Indiana University Health (INIM) , INIM , TX1 , 2012/07/13 , Liver , 8 , 16 , 53 , 251 , 251 , 277 , 1 , 1 , 4 , 9 , 9 ,2012,7
University of Kansas Hospital (KSUK) , KSUK , TX1 , 2012/07/13 , Liver , 8 , 23 , 34 , 186 , 186 , 157 ,   ,   ,   ,   ,   ,2012,7
Jewish Hospital (KYJH) , KYJH , TX1 , 2012/07/13 , Liver , 8 , 15 , 23 , 115 , 115 , 89 ,   ,   ,   ,   ,   ,2012,7
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2012/07/13 , Liver , 4 , 10 , 35 , 71 , 71 , 116 ,   ,   ,   ,   ,   ,2012,7
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2012/07/13 , Liver , 6 , 28 , 38 , 269 , 269 , 196 , 1 , 2 , 1 , 4 , 4 ,2012,7
Tulane Medical Center (LATU) , LATU , TX1 , 2012/07/13 , Liver , 4 , 14 , 15 , 66 , 66 , 76 , 1 , 1 , 1 , 7 , 7 ,2012,7
Willis-Knighton Medical Center (LAWK) , LAWK , TX1 , 2012/07/13 , Liver , 4 , 5 , 7 , 26 , 26 , 43 ,   ,   ,   ,   ,   ,2012,7
Beth Israel Deaconess Medical Center (MABI) , MABI , TX1 , 2012/07/13 , Liver , 2 , 8 , 7 , 65 , 65 , 58 ,   ,   ,   ,   ,   ,2012,7
Children's Hospital (MACH) , MACH , TX1 , 2012/07/13 , Liver , 0 , 0 ,   , 1 , 1 ,   , 3 , 4 , 1 , 33 , 33 ,2012,7
Lahey Clinic Medical Center (MALC) , MALC , TX1 , 2012/07/13 , Liver , 9 , 17 , 42 , 137 , 137 , 119 ,   ,   ,   ,   ,   ,2012,7
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2012/07/13 , Liver , 3 , 14 , 20 , 105 , 105 , 85 ,   ,   , 1 ,   ,   ,2012,7
Tufts Medical Center (MANM) , MANM , TX1 , 2012/07/13 , Liver , 2 , 2 , 12 , 6 , 6 , 39 ,   ,   ,   ,   ,   ,2012,7
UMass Memorial Medical Center (MAUM) , MAUM , TX1 , 2012/07/13 , Liver , 8 , 17 , 11 , 137 , 137 , 32 ,   ,   ,   ,   ,   ,2012,7
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2012/07/13 , Liver , 1 , 18 , 50 , 97 , 97 , 136 , 2 , 3 , 4 , 9 , 9 ,2012,7
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2012/07/13 , Liver , 6 , 18 , 34 , 124 , 124 , 101 ,   ,   ,   ,   ,   ,2012,7
William Beaumont Hospital (MIBH) , MIBH , TX1 , 2012/07/13 , Liver , 0 , 0 ,   , 7 , 7 ,   ,   ,   ,   ,   ,   ,2012,7
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2012/07/13 , Liver , 19 , 42 , 62 , 220 , 220 , 255 ,   ,   , 0 ,   ,   ,2012,7
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2012/07/13 , Liver , 11 , 28 , 39 , 183 , 183 , 188 , 1 , 5 , 5 , 34 , 34 ,2012,7
Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2012/07/13 , Liver , 10 , 25 , 40 , 245 , 245 , 213 ,   ,   ,   ,   ,   ,2012,7
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 2 , 3 , 4 , 14 , 14 ,2012,7
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2012/07/13 , Liver , 7 , 16 , 29 , 122 , 122 , 137 , 4 , 4 , 2 , 19 , 19 ,2012,7
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2012/07/13 , Liver , 10 , 30 , 39 , 213 , 213 , 216 ,   ,   ,   ,   ,   ,2012,7
Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 0 , 0 , 2 , 5 , 5 ,2012,7
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 3 , 4 , 8 , 25 , 25 ,2012,7
Children's Mercy Hospital (MOCM) , MOCM , TX1 , 2012/07/13 , Liver ,   ,   , 0 ,   ,   , 1 , 0 , 0 , 5 , 12 , 12 ,2012,7
Saint Louis University Hospital (MOSL) , MOSL , TX1 , 2012/07/13 , Liver , 5 , 12 , 22 , 81 , 81 , 90 ,   ,   ,   ,   ,   ,2012,7
Carolinas Medical Center (NCCM) , NCCM , TX1 , 2012/07/13 , Liver , 8 , 19 , 21 , 145 , 145 , 99 , 2 , 2 , 1 , 18 , 18 ,2012,7
Duke University Hospital (NCDU) , NCDU , TX1 , 2012/07/13 , Liver , 3 , 8 , 28 , 105 , 105 , 76 , 2 , 2 , 1 , 25 , 25 ,2012,7
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2012/07/13 , Liver , 4 , 12 , 29 , 96 , 96 , 100 , 0 , 0 , 7 , 1 , 1 ,2012,7
The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2012/07/13 , Liver , 12 , 26 , 53 , 176 , 176 , 194 , 2 , 2 , 5 , 19 , 19 ,2012,7
Our Lady of Lourdes Medical Center (NJLL) , NJLL , TX1 , 2012/07/13 , Liver , 1 , 2 , 4 , 24 , 24 , 26 ,   ,   ,   ,   ,   ,2012,7
University Hospital (NJUH) , NJUH , TX1 , 2012/07/13 , Liver , 4 , 12 , 39 , 126 , 126 , 149 ,   ,   ,   ,   ,   ,2012,7
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2012/07/13 , Liver , 10 , 33 , 75 , 267 , 267 , 263 , 3 , 5 , 13 , 47 , 47 ,2012,7
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2012/07/13 , Liver , 6 , 14 , 95 , 113 , 113 , 281 ,   ,   , 0 ,   ,   ,2012,7
Montefiore Medical Center (NYMA) , NYMA , TX1 , 2012/07/13 , Liver , 1 , 3 , 1 , 35 , 35 , 4 , 0 , 0 ,   , 3 , 3 ,2012,7
Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2012/07/13 , Liver , 25 , 48 , 94 , 232 , 232 , 271 , 7 , 10 , 7 , 26 , 26 ,2012,7
New York-Presbyterian Hospital/ Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2012/07/13 , Liver , 1 , 1 ,   , 7 , 7 ,   ,   ,   ,   ,   ,   ,2012,7
New York University Medical Center (NYUC) , NYUC , TX1 , 2012/07/13 , Liver , 8 , 17 , 43 , 119 , 119 , 152 , 0 , 0 , 0 , 2 , 2 ,2012,7
Westchester Medical Center (NYWC) , NYWC , TX1 , 2012/07/13 , Liver , 11 , 15 , 51 , 70 , 70 , 157 , 4 , 4 , 0 , 9 , 9 ,2012,7
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2012/07/13 , Liver , 15 , 32 , 63 , 290 , 290 , 324 , 3 , 3 , 0 , 16 , 16 ,2012,7
Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2012/07/13 , Liver , 0 , 0 , 1 , 5 , 5 , 4 , 0 , 4 , 7 , 47 , 47 ,2012,7
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2012/07/13 , Liver , 6 , 10 , 9 , 45 , 45 , 55 ,   ,   ,   ,   ,   ,2012,7
University of Cincinnati / University Hospital (OHUC) , OHUC , TX1 , 2012/07/13 , Liver , 9 , 14 , 23 , 89 , 89 , 105 ,   ,   ,   ,   ,   ,2012,7
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2012/07/13 , Liver , 3 , 11 , 16 , 49 , 49 , 41 ,   ,   ,   ,   ,   ,2012,7
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2012/07/13 , Liver , 2 , 13 , 29 , 109 , 109 , 139 , 1 , 2 , 1 , 6 , 6 ,2012,7
OU Medical Center (OKMD) , OKMD , TX1 , 2012/07/13 , Liver , 1 , 1 ,   , 10 , 10 ,   , 0 , 0 ,   , 1 , 1 ,2012,7
Oregon Health & Sciences University (ORUO) , ORUO , TX1 , 2012/07/13 , Liver , 0 , 4 , 18 , 83 , 83 , 85 ,   ,   , 0 ,   ,   ,2012,7
Portland Veterans Administration Medical Center (ORUO) , ORUO , VA1 , 2012/07/13 , Liver , 3 , 4 , 5 , 39 , 39 , 44 ,   ,   ,   ,   ,   ,2012,7
Albert Einstein Medical Center (PAAE) , PAAE , TX1 , 2012/07/13 , Liver , 5 , 14 , 19 , 63 , 63 , 68 ,   ,   ,   ,   ,   ,2012,7
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2012/07/13 , Liver , 2 , 3 , 1 , 33 , 33 , 13 ,   ,   ,   ,   ,   ,2012,7
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2012/07/13 , Liver , 1 , 1 , 0 , 5 , 5 , 5 , 1 , 3 , 7 , 69 , 69 ,2012,7
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 0 , 2 , 2 , 37 , 37 ,2012,7
Geisinger Medical Center (PAGM) , PAGM , TX1 , 2012/07/13 , Liver , 5 , 7 , 5 , 28 , 28 , 26 ,   ,   ,   ,   ,   ,2012,7
Penn State Milton S Hershey Medical Center (PAHE) , PAHE , TX1 , 2012/07/13 , Liver , 0 , 5 , 11 , 45 , 45 , 48 ,   ,   ,   ,   ,   ,2012,7
Hahnemann University Hospital (PAHM) , PAHM , TX1 , 2012/07/13 , Liver , 0 , 4 , 2 , 31 , 31 , 10 ,   ,   ,   ,   ,   ,2012,7
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2012/07/13 , Liver , 12 , 54 , 85 , 280 , 280 , 345 ,   ,   ,   ,   ,   ,2012,7
St. Christopher's Hospital for Children (PASC) , PASC , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   ,   ,   , 0 ,   ,   ,2012,7
Thomas Jefferson University Hospital (PATJ) , PATJ , TX1 , 2012/07/13 , Liver , 8 , 16 , 30 , 108 , 108 , 114 ,   ,   ,   ,   ,   ,2012,7
Temple University Hospital (PATU) , PATU , TX1 , 2012/07/13 , Liver , 6 , 12 ,   , 45 , 45 ,   ,   ,   ,   ,   ,   ,2012,7
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2012/07/13 , Liver , 5 , 35 , 81 , 291 , 291 , 277 ,   ,   ,   ,   ,   ,2012,7
VA Pittsburgh Healthcare System (PAVA) , PAVA , TX1 , 2012/07/13 , Liver , 5 , 17 , 32 , 101 , 101 , 92 ,   ,   ,   ,   ,   ,2012,7
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2012/07/13 , Liver , 7 , 18 , 32 , 158 , 158 , 145 , 3 , 3 , 2 , 13 , 13 ,2012,7
Le Bonheur Children's Medical Center (TNLB) , TNLB , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 0 , 1 , 0 , 9 , 9 ,2012,7
Methodist University Hospital (TNMH) , TNMH , TX1 , 2012/07/13 , Liver , 11 , 30 , 73 , 286 , 286 , 279 ,   ,   ,   ,   ,   ,2012,7
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2012/07/13 , Liver , 11 , 30 , 50 , 221 , 221 , 204 , 5 , 7 , 1 , 16 , 16 ,2012,7
Baylor All Saints Medical Center (TXAS) , TXAS , TX1 , 2012/07/13 , Liver , 5 , 8 , 22 , 68 , 68 , 114 ,   ,   , 0 ,   ,   ,2012,7
"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2012/07/13 , Liver , 8 , 21 , 34 , 116 , 116 , 156 , 1 , 1 , 4 , 2 , 2 ,2012,7
Children's Medical Center of Dallas (TXCM) , TXCM , TX1 , 2012/07/13 , Liver , 0 , 0 ,   , 1 , 1 ,   , 0 , 1 , 10 , 29 , 29 ,2012,7
"Memorial Hermann Hospital, University of Texas at Houston (TXHH) ", TXHH , TX1 , 2012/07/13 , Liver , 3 , 6 , 22 , 40 , 40 , 81 , 0 , 0 , 1 , 6 , 6 ,2012,7
St Luke's Episcopal Hospital (TXHI) , TXHI , TX1 , 2012/07/13 , Liver , 1 , 9 , 20 , 147 , 147 , 148 ,   ,   , 1 ,   ,   ,2012,7
Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2012/07/13 , Liver , 1 , 5 , 12 , 87 , 87 , 70 ,   ,   , 0 ,   ,   ,2012,7
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2012/07/13 , Liver , 2 , 6 , 1 , 27 , 27 , 2 ,   ,   ,   ,   ,   ,2012,7
Methodist Dallas Medical Center (TXMC) , TXMC , TX1 , 2012/07/13 , Liver , 2 , 11 , 38 , 118 , 118 , 143 ,   ,   ,   ,   ,   ,2012,7
The Methodist Hospital (TXMH) , TXMH , TX1 , 2012/07/13 , Liver , 4 , 7 , 17 , 98 , 98 , 82 ,   ,   ,   ,   ,   ,2012,7
Christus Santa Rosa Hospital Medical Center (TXRM) , TXRM , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 5 , 7 ,   , 17 , 17 ,2012,7
University Hospital - St. Paul (TXSP) , TXSP , TX1 , 2012/07/13 , Liver , 2 , 3 , 4 , 26 , 26 , 15 , 0 , 0 ,   , 1 , 1 ,2012,7
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2012/07/13 , Liver , 0 , 0 , 0 , 1 , 1 , 1 , 3 , 3 , 9 , 75 , 75 ,2012,7
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2012/07/13 , Liver , 17 , 29 , 61 , 216 , 216 , 259 ,   ,   ,   ,   ,   ,2012,7
Michael E. DeBakey VA Medical Center (TXVA) , TXVA , TX1 , 2012/07/13 , Liver , 0 , 1 , 1 , 34 , 34 , 6 ,   ,   ,   ,   ,   ,2012,7
Intermountain Medical Center (UTLD) , UTLD , TX1 , 2012/07/13 , Liver , 1 , 5 , 20 , 79 , 79 , 97 ,   ,   ,   ,   ,   ,2012,7
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2012/07/13 , Liver , 2 , 11 , 6 , 46 , 46 , 28 ,   ,   , 0 ,   ,   ,2012,7
Primary Children's Medical Center (UTPC) , UTPC , TX1 , 2012/07/13 , Liver , 0 , 0 ,   , 1 , 1 ,   , 2 , 4 , 3 , 31 , 31 ,2012,7
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2012/07/13 , Liver ,   ,   , 2 ,   ,   , 6 ,   ,   ,   ,   ,   ,2012,7
Medical College of Virginia Hospitals (VAMC) , VAMC , TX1 , 2012/07/13 , Liver , 4 , 13 , 30 , 123 , 123 , 117 , 0 , 0 , 1 , 3 , 3 ,2012,7
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2012/07/13 , Liver , 6 , 16 , 45 , 178 , 178 , 180 , 0 , 0 , 2 , 5 , 5 ,2012,7
Seattle Children's Hospital (WACH) , WACH , TX1 , 2012/07/13 , Liver , 0 , 0 , 0 , 2 , 2 , 5 , 2 , 2 , 5 , 36 , 36 ,2012,7
Swedish Medical Center (WASM) , WASM , TX1 , 2012/07/13 , Liver , 0 , 1 ,   , 6 , 6 ,   ,   ,   ,   ,   ,   ,2012,7
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2012/07/13 , Liver , 5 , 15 , 43 , 178 , 178 , 237 ,   ,   ,   ,   ,   ,2012,7
Children's Hospital of Wisconsin (WICH) , WICH , TX1 , 2012/07/13 , Liver ,   ,   ,   ,   ,   ,   , 2 , 2 , 7 , 6 , 6 ,2012,7
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2012/07/13 , Liver , 0 , 4 , 20 , 41 , 41 , 64 ,   ,   ,   ,   ,   ,2012,7
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2012/07/13 , Liver , 2 , 6 , 15 , 53 , 53 , 49 ,   ,   ,   ,   ,   ,2012,7
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2012/07/13 , Liver , 5 , 17 , 41 , 188 , 188 , 195 , 1 , 2 , 1 , 13 , 13 ,2012,7
Children's of Alabama (ALCH) , ALCH , TX1 , 2015/12/16 , Liver , 0 , 0 , NA , 1 , 1 , NA , 4 , 7 , NA , 16 , 16 ,2015,12
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2015/12/16 , Liver , 12 , 28 , 57 , 229 , 229 , 261 , 1 , 1 , 3 , 1 , 1 ,2015,12
Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2015/12/16 , Liver , NA , NA , NA , NA , NA , NA , NA , NA , 1 , NA , NA ,2015,12
UAMS Medical Center (ARUA) , ARUA , TX1 , 2015/12/16 , Liver , 4 , 7 , 5 , 73 , 73 , 52 , NA , NA , NA , NA , NA ,2015,12
Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2015/12/16 , Liver , NA , NA , NA , NA , NA , NA , 1 , 1 , NA , 17 , 17 ,2015,12
Banner-University Medical Center Phoenix (AZGS) , AZGS , TX1 , 2015/12/16 , Liver , 3 , 18 , 36 , 124 , 124 , 135 , NA , NA , NA , NA , NA ,2015,12
Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2015/12/16 , Liver , 4 , 12 , 25 , 172 , 172 , 147 , NA , NA , NA , NA , NA ,2015,12
Banner University Medical Center-Tucson (AZUA) , AZUA , TX1 , 2015/12/16 , Liver , 3 , 4 , 8 , 16 , 16 , 28 , NA , NA , 1 , NA , NA ,2015,12
Rady Children's Hospital and Health Center (CACH) , CACH , TX1 , 2015/12/16 , Liver , NA , NA , NA , NA , NA , NA , 0 , 0 , 1 , 3 , 3 ,2015,12
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2015/12/16 , Liver , 0 , 0 , NA , 3 , 3 , NA , 1 , 1 , 6 , 34 , 34 ,2015,12
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2015/12/16 , Liver , 7 , 14 , 41 , 104 , 104 , 115 , NA , NA , NA , NA , NA ,2015,12
Scripps Green Hospital (CAGH) , CAGH , TX1 , 2015/12/16 , Liver , 1 , 6 , 16 , 75 , 75 , 86 , NA , NA , NA , NA , NA ,2015,12
Loma Linda University Medical Center (CALL) , CALL , TX1 , 2015/12/16 , Liver , 4 , 8 , 18 , 64 , 64 , 71 , NA , NA , NA , NA , NA ,2015,12
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2015/12/16 , Liver , 0 , 0 , NA , 2 , 2 , NA , 6 , 6 , 3 , 83 , 83 ,2015,12
